State,Year,Month,Avg_Temperature_Celsius
Arizona,1900,2,-4.639964115634194
Arizona,1900,3,10.53983419978146
Arizona,1900,4,8.442708078615617
Arizona,1900,5,17.92252996199621
Arizona,1900,6,2.7373597545566284
Arizona,1900,7,0.4956636261814129
Arizona,1900,8,20.359000170691722
Arizona,1900,9,27.4518564653986
Arizona,1900,10,9.942106797365014
Arizona,1900,11,23.606678288140515
Arizona,1900,12,30.540936975613896
Arizona,1901,1,-8.83076523648921
Arizona,1901,2,11.492191542455064
Arizona,1901,3,10.917824604644267
Arizona,1901,4,-4.060352838188826
Arizona,1901,5,17.175076544746474
Arizona,1901,6,19.780030805034688
Arizona,1901,7,16.29204632836888
Arizona,1901,8,29.263710267245244
Arizona,1901,9,5.028002537202349
Arizona,1901,10,29.21904237298571
Arizona,1901,11,33.687593156827774
Arizona,1901,12,34.2521347260143
Arizona,1902,1,3.5366293776362614
Arizona,1902,2,31.15794189546466
Arizona,1902,3,26.586825689950253
Arizona,1902,4,6.317105217841487
Arizona,1902,5,2.692231156953458
Arizona,1902,6,-1.8749391615400945
Arizona,1902,7,30.263747553751216
Arizona,1902,8,2.167344676536924
Arizona,1902,9,-1.1504684479186817
Arizona,1902,10,30.844994598663227
Arizona,1902,11,-4.109831484342804
Arizona,1902,12,26.597975885670564
Arizona,1903,1,-3.417943912596269
Arizona,1903,2,34.056719703926554
Arizona,1903,3,-2.4771630671566234
Arizona,1903,4,-0.16585107200982385
Arizona,1903,5,10.717616629514865
Arizona,1903,6,1.6466766145016027
Arizona,1903,7,30.322536934472694
Arizona,1903,8,16.88948323316454
Arizona,1903,9,25.156999491057412
Arizona,1903,10,-5.450666561089627
Arizona,1903,11,-5.835397923045987
Arizona,1903,12,-5.794573676413957
Arizona,1904,1,10.904746397874199
Arizona,1904,2,-2.631013985981993
Arizona,1904,3,-6.697123043302201
Arizona,1904,4,27.938973042903534
Arizona,1904,5,5.867529804079563
Arizona,1904,6,-9.988557663435577
Arizona,1904,7,-2.612933111042884
Arizona,1904,8,4.04220080541017
Arizona,1904,9,-6.911294179359624
Arizona,1904,10,31.170867638649888
Arizona,1904,11,9.43542542405357
Arizona,1904,12,5.77449877257334
Arizona,1905,1,18.950482195216026
Arizona,1905,2,31.182135978004986
Arizona,1905,3,33.005002212214
Arizona,1905,4,18.001932798195483
Arizona,1905,5,-7.4730920838318164
Arizona,1905,6,21.76320475326193
Arizona,1905,7,34.94921341976149
Arizona,1905,8,20.796031302508418
Arizona,1905,9,33.621300445146424
Arizona,1905,10,11.209891004532327
Arizona,1905,11,21.05303934884835
Arizona,1905,12,18.034726989276127
Arizona,1906,1,-4.770581716089338
Arizona,1906,2,6.394686652596878
Arizona,1906,3,13.691201841211559
Arizona,1906,4,-6.09715767066379
Arizona,1906,5,6.339686999578571
Arizona,1906,6,8.865697312003896
Arizona,1906,7,12.998881538055922
Arizona,1906,8,4.707546232287278
Arizona,1906,9,-2.8278120322132363
Arizona,1906,10,16.76162128149933
Arizona,1906,11,16.434945935199295
Arizona,1906,12,23.032577850140278
Arizona,1907,1,33.254681103686224
Arizona,1907,2,24.36038796517814
Arizona,1907,3,3.6898516398545738
Arizona,1907,4,4.876028083413923
Arizona,1907,5,26.541695837475388
Arizona,1907,6,26.420367364247227
Arizona,1907,7,34.07946255414099
Arizona,1907,8,10.726602852602973
Arizona,1907,9,-9.020408026102679
Arizona,1907,10,32.377873106733794
Arizona,1907,11,30.30011327282022
Arizona,1907,12,15.918760782905089
Arizona,1908,1,9.80474355123204
Arizona,1908,2,-8.623779425188838
Arizona,1908,3,9.753038293100836
Arizona,1908,4,17.04401356364207
Arizona,1908,5,0.8635087101685777
Arizona,1908,6,6.690778806973697
Arizona,1908,7,-0.4982790825447303
Arizona,1908,8,23.236404409239995
Arizona,1908,9,0.7350769437957076
Arizona,1908,10,18.002904081110145
Arizona,1908,11,-4.1300781269163505
Arizona,1908,12,-0.046642921695664086
Arizona,1909,1,-9.613717396799533
Arizona,1909,2,11.537771493736447
Arizona,1909,3,32.088046541708316
Arizona,1909,4,1.6260264818758419
Arizona,1909,5,7.991647939241439
Arizona,1909,6,12.915242349372143
Arizona,1909,7,6.963828810963111
Arizona,1909,8,-9.10908761512965
Arizona,1909,9,10.519541511975518
Arizona,1909,10,27.07501886114462
Arizona,1909,11,21.598062641548317
Arizona,1909,12,3.9295396778900074
Arizona,1910,1,33.229146263087635
Arizona,1910,2,0.7709134766711525
Arizona,1910,3,20.831430761081645
Arizona,1910,4,20.525144729915617
Arizona,1910,5,12.657290995482974
Arizona,1910,6,9.78854022846566
Arizona,1910,7,12.622625648899923
Arizona,1910,8,17.485792366214554
Arizona,1910,9,22.561253467530257
Arizona,1910,10,30.082847114584823
Arizona,1910,11,4.66765447349812
Arizona,1910,12,2.7671047523189056
Arizona,1911,1,10.738082194935231
Arizona,1911,2,4.988493048807534
Arizona,1911,3,-0.8162010071105712
Arizona,1911,4,30.94612262976443
Arizona,1911,5,32.913162464479214
Arizona,1911,6,11.613362625436757
Arizona,1911,7,29.37750395515893
Arizona,1911,8,5.98461428314997
Arizona,1911,9,-5.046669317878621
Arizona,1911,10,-0.24535371886719837
Arizona,1911,11,27.313643338771556
Arizona,1911,12,32.38331067690977
Arizona,1912,1,29.121159248779136
Arizona,1912,2,34.05614508764922
Arizona,1912,3,1.2984469554928015
Arizona,1912,4,27.549938302303616
Arizona,1912,5,22.599765690205963
Arizona,1912,6,-7.240211630363852
Arizona,1912,7,27.37617262688805
Arizona,1912,8,0.5257480709274844
Arizona,1912,9,32.11550015526986
Arizona,1912,10,0.08165566397071267
Arizona,1912,11,27.092738008770525
Arizona,1912,12,10.867021756585551
Arizona,1913,1,-0.4364160343358261
Arizona,1913,2,12.017578006532077
Arizona,1913,3,29.50656284771889
Arizona,1913,4,19.40048137201732
Arizona,1913,5,7.154369324191904
Arizona,1913,6,-5.183530133153838
Arizona,1913,7,20.248684753980992
Arizona,1913,8,25.73769659733079
Arizona,1913,9,33.87905546380468
Arizona,1913,10,20.72755202729275
Arizona,1913,11,6.866399673960444
Arizona,1913,12,26.905330426737343
Arizona,1914,1,27.530507484379932
Arizona,1914,2,6.0773789017966315
Arizona,1914,3,0.3068696896296128
Arizona,1914,4,8.291643631777713
Arizona,1914,5,0.49602642466080127
Arizona,1914,6,31.887078191743157
Arizona,1914,7,-3.699445165692701
Arizona,1914,8,34.95251391779881
Arizona,1914,9,15.842019724654698
Arizona,1914,10,7.708410157334011
Arizona,1914,11,21.64739136018063
Arizona,1914,12,28.791342082392475
Arizona,1915,1,19.021742415917544
Arizona,1915,2,27.367656715774253
Arizona,1915,3,19.168351988505172
Arizona,1915,4,19.23725677168804
Arizona,1915,5,2.942024931134256
Arizona,1915,6,-3.0318313271039896
Arizona,1915,7,7.129483354310551
Arizona,1915,8,15.920736339751624
Arizona,1915,9,25.121785160955348
Arizona,1915,10,34.213196420333716
Arizona,1915,11,-8.610195032249322
Arizona,1915,12,4.2481811649930385
Arizona,1916,1,-8.553664543825146
Arizona,1916,2,32.750195706068595
Arizona,1916,3,18.306765666127962
Arizona,1916,4,11.17310852807698
Arizona,1916,5,-9.365719788537875
Arizona,1916,6,16.160015919803758
Arizona,1916,7,8.220012305588476
Arizona,1916,8,2.5190661352900854
Arizona,1916,9,2.3657109006501127
Arizona,1916,10,5.346370571147958
Arizona,1916,11,12.392325390823373
Arizona,1916,12,-9.916583716029521
Arizona,1917,1,31.969800905424634
Arizona,1917,2,0.24759176177958153
Arizona,1917,3,20.335420028549283
Arizona,1917,4,33.51673390244816
Arizona,1917,5,21.311938925753285
Arizona,1917,6,4.243218927062522
Arizona,1917,7,14.345538439483946
Arizona,1917,8,14.330580961006437
Arizona,1917,9,11.751864656461844
Arizona,1917,10,-0.9043693363167531
Arizona,1917,11,32.605937296345196
Arizona,1917,12,33.807558827281504
Arizona,1918,1,21.039494290758714
Arizona,1918,2,4.904483633918696
Arizona,1918,3,8.52394457982087
Arizona,1918,4,30.248698017149948
Arizona,1918,5,25.479667006450256
Arizona,1918,6,34.58873541696332
Arizona,1918,7,-2.032877509553674
Arizona,1918,8,20.132668826876426
Arizona,1918,9,6.323696544176954
Arizona,1918,10,11.239647918358212
Arizona,1918,11,5.056629337369866
Arizona,1918,12,10.385251587896423
Arizona,1919,1,17.54540734200745
Arizona,1919,2,16.636798965587616
Arizona,1919,3,27.121255395077753
Arizona,1919,4,12.054389051005252
Arizona,1919,5,34.05736706800778
Arizona,1919,6,2.3883927030238556
Arizona,1919,7,30.777473948368787
Arizona,1919,8,2.4123374898458536
Arizona,1919,9,4.526685582161596
Arizona,1919,10,14.688020609630488
Arizona,1919,11,13.274332832974526
Arizona,1919,12,0.26129981774171895
Arizona,1920,1,9.357017790311133
Arizona,1920,2,9.555388709358333
Arizona,1920,3,32.81004617944226
Arizona,1920,4,32.781760810513525
Arizona,1920,5,15.305226973138321
Arizona,1920,6,30.041825075828612
Arizona,1920,7,15.415303302447715
Arizona,1920,8,15.55617081564247
Arizona,1920,9,-6.805980240809211
Arizona,1920,10,7.373681170736106
Arizona,1920,11,14.121671931742164
Arizona,1920,12,8.938586156236035
Arizona,1921,1,27.691799440262344
Arizona,1921,2,3.883923507611442
Arizona,1921,3,17.443727279451835
Arizona,1921,4,-9.843852360813475
Arizona,1921,5,0.70577226341989
Arizona,1921,6,-3.7334487682607334
Arizona,1921,7,17.887548748521304
Arizona,1921,8,-3.217770796366387
Arizona,1921,9,4.391576397558836
Arizona,1921,10,-0.07939204997072657
Arizona,1921,11,34.52937436415073
Arizona,1921,12,-3.8036538303852927
Arizona,1922,1,1.5889043647737502
Arizona,1922,2,-5.703501441184063
Arizona,1922,3,13.535157826003179
Arizona,1922,4,10.46649293977693
Arizona,1922,5,22.141333753546967
Arizona,1922,6,3.996444875490891
Arizona,1922,7,-2.7964634802663237
Arizona,1922,8,-6.238417897646578
Arizona,1922,9,28.32040573404756
Arizona,1922,10,18.374912333945254
Arizona,1922,11,-8.084704475142178
Arizona,1922,12,-2.6919699320876154
Arizona,1923,1,34.43072684334537
Arizona,1923,2,6.862105354439173
Arizona,1923,3,25.24512151702826
Arizona,1923,4,-3.4947277124062683
Arizona,1923,5,26.834369043354556
Arizona,1923,6,29.95281243959827
Arizona,1923,7,26.96182591233668
Arizona,1923,8,-1.1987264027833593
Arizona,1923,9,-1.094016972622331
Arizona,1923,10,16.328405237421673
Arizona,1923,11,17.144016213399496
Arizona,1923,12,8.500974777018772
Arizona,1924,1,14.079213742449856
Arizona,1924,2,-4.311005306137369
Arizona,1924,3,0.45955469654567516
Arizona,1924,4,-6.764498148017729
Arizona,1924,5,-1.6382177277073087
Arizona,1924,6,19.718453385874724
Arizona,1924,7,-1.245040944068803
Arizona,1924,8,16.387209918955005
Arizona,1924,9,-2.099960925149234
Arizona,1924,10,17.903221584366026
Arizona,1924,11,10.74008363078784
Arizona,1924,12,28.720340196043203
Arizona,1925,1,-1.5986665335753862
Arizona,1925,2,-9.82177577517771
Arizona,1925,3,26.916179322364705
Arizona,1925,4,16.633555718936645
Arizona,1925,5,18.9390243623993
Arizona,1925,6,14.588204031440082
Arizona,1925,7,0.13530300794025862
Arizona,1925,8,17.351635789034056
Arizona,1925,9,13.695057346452103
Arizona,1925,10,19.084535344675576
Arizona,1925,11,1.1217214483826332
Arizona,1925,12,-2.7563875936788227
Arizona,1926,1,27.69574397494108
Arizona,1926,2,3.620171458478959
Arizona,1926,3,18.444621251312654
Arizona,1926,4,21.298375097401284
Arizona,1926,5,15.07855589735134
Arizona,1926,6,-2.103719510138059
Arizona,1926,7,28.030842665474943
Arizona,1926,8,16.553327999846317
Arizona,1926,9,20.685658356062312
Arizona,1926,10,8.859160945073775
Arizona,1926,11,-8.046901303925887
Arizona,1926,12,10.768066996976195
Arizona,1927,1,9.820131339323385
Arizona,1927,2,19.590769132242016
Arizona,1927,3,16.117514019008958
Arizona,1927,4,0.09299058800162285
Arizona,1927,5,0.9270771479936055
Arizona,1927,6,7.578799723524032
Arizona,1927,7,13.90540333473292
Arizona,1927,8,-4.989775907367827
Arizona,1927,9,-7.426787506436341
Arizona,1927,10,-5.685150344029295
Arizona,1927,11,0.27024799138119526
Arizona,1927,12,2.9413850128726207
Arizona,1928,1,21.794970835596175
Arizona,1928,2,18.32728400277036
Arizona,1928,3,2.9330604802853593
Arizona,1928,4,6.476861518747231
Arizona,1928,5,30.95300825764813
Arizona,1928,6,4.365679725758762
Arizona,1928,7,4.60163310351961
Arizona,1928,8,0.5776717953583201
Arizona,1928,9,20.823252244438986
Arizona,1928,10,15.480778131481049
Arizona,1928,11,19.08006492559763
Arizona,1928,12,33.529321976067095
Arizona,1929,1,-7.1181621652780205
Arizona,1929,2,23.57579404636543
Arizona,1929,3,29.630584278657153
Arizona,1929,4,21.00167984531687
Arizona,1929,5,22.536462973031455
Arizona,1929,6,25.84512370595423
Arizona,1929,7,30.118207078683277
Arizona,1929,8,-4.280410796280634
Arizona,1929,9,-9.688828450318436
Arizona,1929,10,19.309978083765927
Arizona,1929,11,2.7023579808337654
Arizona,1929,12,11.621739391264118
Arizona,1930,1,33.71623268267226
Arizona,1930,2,-1.453447890453253
Arizona,1930,3,13.15404750336483
Arizona,1930,4,15.497547929789661
Arizona,1930,5,8.405990112675049
Arizona,1930,6,34.08202758502855
Arizona,1930,7,-8.435705076976639
Arizona,1930,8,24.92039679317665
Arizona,1930,9,33.45973567087494
Arizona,1930,10,19.921078603625325
Arizona,1930,11,4.877622560249158
Arizona,1930,12,23.210925411345436
Arizona,1931,1,32.26490606724141
Arizona,1931,2,8.197904765616421
Arizona,1931,3,-7.777137836261814
Arizona,1931,4,25.29641178895165
Arizona,1931,5,28.650827974576515
Arizona,1931,6,1.2664393099432427
Arizona,1931,7,-6.866638494521666
Arizona,1931,8,-5.187579659706048
Arizona,1931,9,22.597518345079074
Arizona,1931,10,1.2088609365837684
Arizona,1931,11,34.88729504149349
Arizona,1931,12,-9.93115059573573
Arizona,1932,1,30.25996112451181
Arizona,1932,2,9.25283540831985
Arizona,1932,3,-6.684735724635933
Arizona,1932,4,-0.4562460527452483
Arizona,1932,5,3.1238019072672145
Arizona,1932,6,10.387997903674286
Arizona,1932,7,-7.665076324339509
Arizona,1932,8,4.806399921439009
Arizona,1932,9,29.094286690637
Arizona,1932,10,25.62074179299094
Arizona,1932,11,24.373764223189617
Arizona,1932,12,2.3714309569664778
Arizona,1933,1,-8.728487226651724
Arizona,1933,2,27.770231443738176
Arizona,1933,3,14.778632073482214
Arizona,1933,4,34.24626569097107
Arizona,1933,5,18.242378959301135
Arizona,1933,6,-3.238595051588594
Arizona,1933,7,3.350888333253021
Arizona,1933,8,-8.797547364299668
Arizona,1933,9,-8.601101094845243
Arizona,1933,10,18.599036562754225
Arizona,1933,11,9.007115869442309
Arizona,1933,12,29.881339390668934
Arizona,1934,1,-7.7761093675093225
Arizona,1934,2,11.339499379250743
Arizona,1934,3,-4.530940889152132
Arizona,1934,4,22.66123550886084
Arizona,1934,5,12.002053332683069
Arizona,1934,6,33.5530113273594
Arizona,1934,7,0.402674651516282
Arizona,1934,8,11.090018117639818
Arizona,1934,9,28.60504110797526
Arizona,1934,10,32.54752949420993
Arizona,1934,11,-7.4772899077407065
Arizona,1934,12,-2.704582157540943
Arizona,1935,1,-5.083363472350469
Arizona,1935,2,3.328105646261454
Arizona,1935,3,30.02260896429818
Arizona,1935,4,-3.680751286169879
Arizona,1935,5,-7.5721748234631026
Arizona,1935,6,21.20801794343319
Arizona,1935,7,28.043952101569644
Arizona,1935,8,27.068357079185162
Arizona,1935,9,-4.604100274420333
Arizona,1935,10,29.35668817961816
Arizona,1935,11,4.481141614110497
Arizona,1935,12,6.721974755053864
Arizona,1936,1,34.3404145165008
Arizona,1936,2,10.933212347926414
Arizona,1936,3,20.3483676654058
Arizona,1936,4,30.765872343357266
Arizona,1936,5,12.321851898132177
Arizona,1936,6,33.84028096944513
Arizona,1936,7,0.5179189927872034
Arizona,1936,8,4.9754077020611795
Arizona,1936,9,18.596402705814445
Arizona,1936,10,-7.802085512109722
Arizona,1936,11,15.081838215594658
Arizona,1936,12,17.660831383046208
Arizona,1937,1,22.806007044163664
Arizona,1937,2,5.6416752439809486
Arizona,1937,3,-6.570587760779084
Arizona,1937,4,33.01168829380436
Arizona,1937,5,23.750559507186658
Arizona,1937,6,4.710177860800448
Arizona,1937,7,24.95880843740224
Arizona,1937,8,29.928761831475967
Arizona,1937,9,27.08078464316261
Arizona,1937,10,-3.3735635002679176
Arizona,1937,11,10.839012416664932
Arizona,1937,12,1.067916406381535
Arizona,1938,1,8.947085560424615
Arizona,1938,2,23.60070123010084
Arizona,1938,3,22.162425576445266
Arizona,1938,4,5.879730567194105
Arizona,1938,5,17.880169538854133
Arizona,1938,6,-4.871051277393883
Arizona,1938,7,10.389245828562991
Arizona,1938,8,34.99529723914369
Arizona,1938,9,34.689336958319636
Arizona,1938,10,29.415336958170357
Arizona,1938,11,8.476572284083367
Arizona,1938,12,-4.011507979317298
Arizona,1939,1,16.559279262222653
Arizona,1939,2,14.059436915462133
Arizona,1939,3,-3.404065680895166
Arizona,1939,4,4.254258361031429
Arizona,1939,5,6.825982667922339
Arizona,1939,6,28.95554251055963
Arizona,1939,7,10.369204660261072
Arizona,1939,8,-8.466615541523893
Arizona,1939,9,31.009697566679286
Arizona,1939,10,27.73893069374759
Arizona,1939,11,-3.099325769902258
Arizona,1939,12,24.42665360521569
Arizona,1940,1,6.868168016454639
Arizona,1940,2,-1.853267020196384
Arizona,1940,3,7.1896401502561815
Arizona,1940,4,0.5389563642689197
Arizona,1940,5,0.5990092901743864
Arizona,1940,6,11.251667519665034
Arizona,1940,7,8.770133217623787
Arizona,1940,8,8.35400507482608
Arizona,1940,9,34.80453941135329
Arizona,1940,10,11.8946471095481
Arizona,1940,11,19.5787329661184
Arizona,1940,12,25.375315397713948
Arizona,1941,1,32.025976000373674
Arizona,1941,2,-7.500293097657009
Arizona,1941,3,5.038002310751466
Arizona,1941,4,26.700142009687383
Arizona,1941,5,-5.206658946170517
Arizona,1941,6,34.95327047110072
Arizona,1941,7,32.52514800673169
Arizona,1941,8,28.486596320359943
Arizona,1941,9,-5.076900100502443
Arizona,1941,10,-8.574684949571466
Arizona,1941,11,23.31471589200887
Arizona,1941,12,1.737938089212852
Arizona,1942,1,30.676008384068062
Arizona,1942,2,10.429267031428285
Arizona,1942,3,3.862755064655495
Arizona,1942,4,-9.41017945328353
Arizona,1942,5,-6.471149858387921
Arizona,1942,6,-6.2361747705467465
Arizona,1942,7,18.64443099000926
Arizona,1942,8,14.993269105547515
Arizona,1942,9,25.43003920694315
Arizona,1942,10,8.647436485072848
Arizona,1942,11,28.72254765316538
Arizona,1942,12,7.031950706526313
Arizona,1943,1,18.345005331274955
Arizona,1943,2,10.22637608275799
Arizona,1943,3,2.024723903426162
Arizona,1943,4,-2.8926549395871257
Arizona,1943,5,31.04284163072311
Arizona,1943,6,23.608743315704636
Arizona,1943,7,2.585930891393696
Arizona,1943,8,33.99835671258652
Arizona,1943,9,12.750051034857488
Arizona,1943,10,29.630165416789765
Arizona,1943,11,32.91528846059048
Arizona,1943,12,12.244120299075629
Arizona,1944,1,31.433255171439264
Arizona,1944,2,24.464545359034766
Arizona,1944,3,32.034953937577654
Arizona,1944,4,19.9399110522397
Arizona,1944,5,27.30707271834008
Arizona,1944,6,15.877582015717998
Arizona,1944,7,8.419163358450014
Arizona,1944,8,31.90412574916143
Arizona,1944,9,29.93620965889732
Arizona,1944,10,4.79511955452886
Arizona,1944,11,12.464900572099324
Arizona,1944,12,-8.39810259095144
Arizona,1945,1,6.90440231843084
Arizona,1945,2,20.57371449244172
Arizona,1945,3,9.628416671457767
Arizona,1945,4,-7.918332350905681
Arizona,1945,5,4.733213787005555
Arizona,1945,6,26.94270558194009
Arizona,1945,7,13.613882901052357
Arizona,1945,8,-1.818957086075038
Arizona,1945,9,23.50733561418628
Arizona,1945,10,18.96166784426032
Arizona,1945,11,13.184325943810826
Arizona,1945,12,-5.669929813654425
Arizona,1946,1,16.294254453423047
Arizona,1946,2,18.889768037994283
Arizona,1946,3,14.761033167755482
Arizona,1946,4,-7.258459339068933
Arizona,1946,5,25.332779530743252
Arizona,1946,6,2.9140469796490613
Arizona,1946,7,-3.7135844238358047
Arizona,1946,8,-3.2090350623677697
Arizona,1946,9,3.436459949826853
Arizona,1946,10,14.409204645613812
Arizona,1946,11,2.7033894906996796
Arizona,1946,12,27.6947059786753
Arizona,1947,1,16.087988901303014
Arizona,1947,2,18.903072953818377
Arizona,1947,3,34.05543438859423
Arizona,1947,4,11.168682838541223
Arizona,1947,5,32.89384848400736
Arizona,1947,6,13.568415576888533
Arizona,1947,7,-5.440315085551313
Arizona,1947,8,5.604462725136445
Arizona,1947,9,1.0481558427721822
Arizona,1947,10,-5.375589468106888
Arizona,1947,11,11.492261915927102
Arizona,1947,12,33.4480271300549
Arizona,1948,1,27.306696981536348
Arizona,1948,2,28.95054916155388
Arizona,1948,3,12.70607857138522
Arizona,1948,4,12.568285299765908
Arizona,1948,5,16.72488981242666
Arizona,1948,6,-0.39419934970163517
Arizona,1948,7,-7.348410208707234
Arizona,1948,8,12.584634429200939
Arizona,1948,9,28.545898194971514
Arizona,1948,10,8.072526792771203
Arizona,1948,11,7.889222141577168
Arizona,1948,12,24.322237928013898
Arizona,1949,1,25.49448625425797
Arizona,1949,2,-3.7334905595518606
Arizona,1949,3,21.514139361986885
Arizona,1949,4,22.704120933334195
Arizona,1949,5,-2.657473201218405
Arizona,1949,6,33.476354717458314
Arizona,1949,7,29.569140674243208
Arizona,1949,8,8.523102574833967
Arizona,1949,9,30.707136333715617
Arizona,1949,10,7.973992480219444
Arizona,1949,11,21.45839816209118
Arizona,1949,12,15.032753184649245
Arizona,1950,1,-1.0831328324274931
Arizona,1950,2,-9.796238373818976
Arizona,1950,3,-7.6388195182796315
Arizona,1950,4,16.91898896806446
Arizona,1950,5,18.653912204137544
Arizona,1950,6,-8.584610817240174
Arizona,1950,7,4.326447865433078
Arizona,1950,8,1.6557374678121572
Arizona,1950,9,-0.6966665875937821
Arizona,1950,10,20.782225592368086
Arizona,1950,11,25.893265622329842
Arizona,1950,12,22.539295573955734
Arizona,1951,1,30.740422818579482
Arizona,1951,2,32.06016783806979
Arizona,1951,3,22.908835033594514
Arizona,1951,4,23.320924160204513
Arizona,1951,5,10.668221037921594
Arizona,1951,6,-6.909048796523031
Arizona,1951,7,33.540486274769655
Arizona,1951,8,17.800695545892644
Arizona,1951,9,-4.787673585718474
Arizona,1951,10,27.743113816345016
Arizona,1951,11,-4.7276808724926696
Arizona,1951,12,0.1123029921791403
Arizona,1952,1,19.33341695850015
Arizona,1952,2,32.40525656142017
Arizona,1952,3,1.482543643243094
Arizona,1952,4,0.18506900884688982
Arizona,1952,5,-8.704097593064319
Arizona,1952,6,9.723537553737277
Arizona,1952,7,8.542134123018418
Arizona,1952,8,0.792913374065618
Arizona,1952,9,2.069039355121781
Arizona,1952,10,0.5812885178653922
Arizona,1952,11,1.2912645517844137
Arizona,1952,12,14.399683566978993
Arizona,1953,1,12.741705322902792
Arizona,1953,2,20.743632237852985
Arizona,1953,3,29.640296726941727
Arizona,1953,4,33.74912403179138
Arizona,1953,5,10.733294213114402
Arizona,1953,6,2.6290292125512096
Arizona,1953,7,19.191220569271387
Arizona,1953,8,18.286145952614984
Arizona,1953,9,0.7216563125317688
Arizona,1953,10,2.119704271323087
Arizona,1953,11,-4.596438202570524
Arizona,1953,12,14.248687514049617
Arizona,1954,1,-9.91806316950401
Arizona,1954,2,11.438453099456517
Arizona,1954,3,9.254342020055354
Arizona,1954,4,-1.3264067297190696
Arizona,1954,5,3.27316935279711
Arizona,1954,6,18.09513936624272
Arizona,1954,7,26.99086119194787
Arizona,1954,8,16.099214765857745
Arizona,1954,9,-4.909509671032015
Arizona,1954,10,27.741367177992196
Arizona,1954,11,30.68795261967051
Arizona,1954,12,12.732462072110252
Arizona,1955,1,-8.331483019742146
Arizona,1955,2,-1.8285038853957634
Arizona,1955,3,3.5862521691629468
Arizona,1955,4,22.370991678941493
Arizona,1955,5,-5.381215074624551
Arizona,1955,6,5.895498897262302
Arizona,1955,7,-4.457069156603307
Arizona,1955,8,17.963850457854193
Arizona,1955,9,16.539416278011362
Arizona,1955,10,34.94715931185812
Arizona,1955,11,29.617825622895026
Arizona,1955,12,-7.561560168294804
Arizona,1956,1,10.643930769569597
Arizona,1956,2,-3.429159486935336
Arizona,1956,3,27.661049419386785
Arizona,1956,4,24.63743072080328
Arizona,1956,5,34.03004976024965
Arizona,1956,6,-4.341515350626076
Arizona,1956,7,21.62534158820416
Arizona,1956,8,-8.560828770103473
Arizona,1956,9,10.308913826844307
Arizona,1956,10,21.01447723078505
Arizona,1956,11,15.280507545045559
Arizona,1956,12,-5.407890003300144
Arizona,1957,1,11.509571436222629
Arizona,1957,2,-1.0334420920477587
Arizona,1957,3,8.558646710032665
Arizona,1957,4,-7.900159210157879
Arizona,1957,5,14.249281041214203
Arizona,1957,6,30.974885737946266
Arizona,1957,7,5.153730027159458
Arizona,1957,8,7.948512414463789
Arizona,1957,9,24.967059536702337
Arizona,1957,10,-6.357723260068121
Arizona,1957,11,6.00684616599704
Arizona,1957,12,-5.007876224008309
Arizona,1958,1,-3.72875759041425
Arizona,1958,2,15.337944391204513
Arizona,1958,3,-6.954641023863504
Arizona,1958,4,20.818300106279253
Arizona,1958,5,1.6617396458754072
Arizona,1958,6,13.65050916197691
Arizona,1958,7,-6.585547405376782
Arizona,1958,8,-0.6950907729511773
Arizona,1958,9,-2.3694938690161154
Arizona,1958,10,5.590277291696484
Arizona,1958,11,0.23091739836917924
Arizona,1958,12,-4.185626402937269
Arizona,1959,1,33.78864277297211
Arizona,1959,2,4.592747093039744
Arizona,1959,3,-7.177631496336619
Arizona,1959,4,8.006595583828865
Arizona,1959,5,19.001402975899992
Arizona,1959,6,-0.9165484933237007
Arizona,1959,7,23.91224156146545
Arizona,1959,8,21.61805432888258
Arizona,1959,9,-5.5397738942056005
Arizona,1959,10,-8.91404968367186
Arizona,1959,11,24.503738714116466
Arizona,1959,12,4.890111286027583
Arizona,1960,1,-6.542428486297491
Arizona,1960,2,7.305679618609524
Arizona,1960,3,-8.297018449807197
Arizona,1960,4,23.882660534428716
Arizona,1960,5,33.09476704118627
Arizona,1960,6,20.901876818879465
Arizona,1960,7,17.294097354236715
Arizona,1960,8,31.080248287987637
Arizona,1960,9,4.313885214463893
Arizona,1960,10,-3.8677041800410326
Arizona,1960,11,21.15552432579238
Arizona,1960,12,31.33026758921909
Arizona,1961,1,-0.36867611768601094
Arizona,1961,2,25.81762039389531
Arizona,1961,3,18.585317059123717
Arizona,1961,4,9.106436183135937
Arizona,1961,5,34.95464906323742
Arizona,1961,6,31.562458298115914
Arizona,1961,7,19.286154444049565
Arizona,1961,8,28.3366669510988
Arizona,1961,9,28.881907129328432
Arizona,1961,10,22.553532108338537
Arizona,1961,11,11.742658975519689
Arizona,1961,12,19.62681058386511
Arizona,1962,1,30.76559187157809
Arizona,1962,2,7.523291862462582
Arizona,1962,3,20.737792201998467
Arizona,1962,4,10.633579135347329
Arizona,1962,5,13.107730542239732
Arizona,1962,6,30.2298997122737
Arizona,1962,7,28.68016814008032
Arizona,1962,8,9.016267010832198
Arizona,1962,9,-0.6097679638108371
Arizona,1962,10,-3.3553267564222873
Arizona,1962,11,34.15317244059597
Arizona,1962,12,8.369258580740102
Arizona,1963,1,9.015579120960023
Arizona,1963,2,22.71414387653668
Arizona,1963,3,-0.037890214838862235
Arizona,1963,4,17.946802099890633
Arizona,1963,5,13.943534401304195
Arizona,1963,6,1.648343714053583
